Date;Seconds     ;Temperature (C)                         ;Specific Conductivity (µS/cm)           ;Total Dissolved Solids (ppt)            
23.06.2016 20:45;618300;23.079;832.873;0.541
23.06.2016 21:00;619200;23.078;817.022;0.531
23.06.2016 21:15;620100;23.095;811.199;0.527
23.06.2016 21:30;621000;23.081;814.641;0.53
23.06.2016 21:45;621900;23.079;816.591;0.531
23.06.2016 22:00;622800;23.086;825.455;0.537
23.06.2016 22:15;623700;23.1;824.812;0.536
23.06.2016 22:30;624600;23.095;818.232;0.532
23.06.2016 22:45;625500;23.105;831.264;0.54
23.06.2016 23:00;626400;23.111;828.792;0.539
23.06.2016 23:15;627300;23.128;828.609;0.539
23.06.2016 23:30;628200;23.146;831.349;0.54
23.06.2016 23:45;629100;23.143;830.104;0.54
24.06.2016 00:00;630000;23.141;830.211;0.54
24.06.2016 00:15;630900;23.156;829.692;0.539
24.06.2016 00:30;631800;23.132;827.043;0.538
24.06.2016 00:45;632700;23.161;824.718;0.536
24.06.2016 01:00;633600;23.162;827.876;0.538
24.06.2016 01:15;634500;23.152;829.13;0.539
24.06.2016 01:30;635400;23.146;829.79;0.539
24.06.2016 01:45;636300;23.142;831.341;0.54
24.06.2016 02:00;637200;23.139;832.287;0.541
24.06.2016 02:15;638100;23.143;833.625;0.542
24.06.2016 02:30;639000;23.153;834.986;0.543
24.06.2016 02:45;639900;23.147;833.929;0.542
24.06.2016 03:00;640800;23.149;835.01;0.543
24.06.2016 03:15;641700;23.169;833.741;0.542
24.06.2016 03:30;642600;23.177;832.977;0.541
24.06.2016 03:45;643500;23.183;829.333;0.539
24.06.2016 04:00;644400;23.185;830.561;0.54
24.06.2016 04:15;645300;23.182;830.02;0.54
24.06.2016 04:30;646200;23.179;827.221;0.538
24.06.2016 04:45;647100;23.18;828.463;0.539
24.06.2016 05:00;648000;23.181;828.787;0.539
24.06.2016 05:15;648900;23.169;831.396;0.54
24.06.2016 05:30;649800;23.171;827.79;0.538
24.06.2016 05:45;650700;23.178;827.226;0.538
24.06.2016 06:00;651600;23.178;830.286;0.54
24.06.2016 06:15;652500;23.181;830.307;0.54
24.06.2016 06:30;653400;23.183;830.469;0.54
24.06.2016 06:45;654300;23.186;830.849;0.54
24.06.2016 07:00;655200;23.196;830.756;0.54
24.06.2016 07:15;656100;23.189;830.679;0.54
24.06.2016 07:30;657000;23.202;831.123;0.54
24.06.2016 07:45;657900;23.209;829.589;0.539
24.06.2016 08:00;658800;23.223;829.61;0.539
24.06.2016 08:15;659700;23.265;829.753;0.539
24.06.2016 08:30;660600;23.286;829.791;0.539
24.06.2016 08:45;661500;23.331;833.038;0.541
24.06.2016 09:00;662400;23.37;830.626;0.54
24.06.2016 09:15;663300;23.314;828.213;0.538
24.06.2016 09:30;664200;23.366;832.255;0.541
24.06.2016 09:45;665100;23.432;834.38;0.542
24.06.2016 10:00;666000;23.512;835.356;0.543
24.06.2016 10:15;666900;23.557;835.925;0.543
24.06.2016 10:30;667800;23.607;835.901;0.543
24.06.2016 10:45;668700;23.565;834.176;0.542
24.06.2016 11:00;669600;23.6;831.962;0.541
24.06.2016 11:15;670500;23.654;829.389;0.539
24.06.2016 11:30;671400;23.694;830.652;0.54
24.06.2016 11:45;672300;23.75;829.418;0.539
24.06.2016 12:00;673200;23.795;828.084;0.538
24.06.2016 12:15;674100;23.853;827.866;0.538
24.06.2016 12:30;675000;23.881;829.558;0.539
24.06.2016 12:45;675900;23.976;828.68;0.539
24.06.2016 13:00;676800;24.018;823.907;0.536
24.06.2016 13:15;677700;24.056;827.933;0.538
24.06.2016 13:30;678600;24.098;832.414;0.541
24.06.2016 13:45;679500;24.071;834.872;0.543
24.06.2016 14:00;680400;24.177;827.524;0.538
24.06.2016 14:15;681300;24.199;825.854;0.537
24.06.2016 14:30;682200;24.28;826.828;0.537
24.06.2016 14:45;683100;24.294;829.771;0.539
24.06.2016 15:00;684000;24.364;827.299;0.538
24.06.2016 15:15;684900;24.383;828.984;0.539
24.06.2016 15:30;685800;24.395;830.184;0.54
24.06.2016 15:45;686700;24.385;828.293;0.538
24.06.2016 16:00;687600;24.448;831.186;0.54
24.06.2016 16:15;688500;24.434;833.465;0.542
24.06.2016 16:30;689400;24.42;835.485;0.543
24.06.2016 16:45;690300;24.437;828.8;0.539
24.06.2016 17:00;691200;24.471;816.54;0.531
24.06.2016 17:15;692100;24.482;827.622;0.538
24.06.2016 17:30;693000;24.447;830.262;0.54
24.06.2016 17:45;693900;24.41;830.092;0.54
24.06.2016 18:00;694800;24.452;827.054;0.538
24.06.2016 18:15;695700;24.4;830.877;0.54
24.06.2016 18:30;696600;24.346;833.874;0.542
24.06.2016 18:45;697500;24.339;834.323;0.542
24.06.2016 19:00;698400;24.334;836.453;0.544
24.06.2016 19:15;699300;24.317;832.551;0.541
24.06.2016 19:30;700200;24.324;822.972;0.535
24.06.2016 19:45;701100;24.301;823.235;0.535
24.06.2016 20:00;702000;24.285;831.371;0.54
24.06.2016 20:15;702900;24.277;832.789;0.541
24.06.2016 20:30;703800;24.277;831.392;0.54
24.06.2016 20:45;704700;24.266;828.135;0.538
24.06.2016 21:00;705600;24.256;825.015;0.536
24.06.2016 21:15;706500;24.231;824.441;0.536
24.06.2016 21:30;707400;24.227;825.445;0.537
24.06.2016 21:45;708300;24.208;823.883;0.536
24.06.2016 22:00;709200;24.197;824.091;0.536
24.06.2016 22:15;710100;24.186;827.852;0.538
24.06.2016 22:30;711000;24.168;829.407;0.539
24.06.2016 22:45;711900;24.163;830.534;0.54
24.06.2016 23:00;712800;24.181;829.603;0.539
24.06.2016 23:15;713700;24.186;826.022;0.537
24.06.2016 23:30;714600;24.188;825.862;0.537
24.06.2016 23:45;715500;24.19;832.82;0.541
25.06.2016 00:00;716400;24.202;830.242;0.54
25.06.2016 00:15;717300;24.197;826.659;0.537
25.06.2016 00:30;718200;24.206;818.571;0.532
25.06.2016 00:45;719100;24.224;816.616;0.531
25.06.2016 01:00;720000;24.221;816.704;0.531
25.06.2016 01:15;720900;24.21;826.606;0.537
25.06.2016 01:30;721800;24.211;827.635;0.538
25.06.2016 01:45;722700;24.216;830.211;0.54
25.06.2016 02:00;723600;24.214;837.551;0.544
25.06.2016 02:15;724500;24.217;829.197;0.539
25.06.2016 02:30;725400;24.209;825.204;0.536
25.06.2016 02:45;726300;24.202;828.211;0.538
25.06.2016 03:00;727200;24.212;823.25;0.535
25.06.2016 03:15;728100;24.226;825.835;0.537
25.06.2016 03:30;729000;24.245;831.181;0.54
25.06.2016 03:45;729900;24.23;826.535;0.537
25.06.2016 04:00;730800;24.235;827.357;0.538
25.06.2016 04:15;731700;24.234;828.372;0.538
25.06.2016 04:30;732600;24.232;822.565;0.535
25.06.2016 04:45;733500;24.23;830.409;0.54
25.06.2016 05:00;734400;24.226;826.583;0.537
25.06.2016 05:15;735300;24.225;826.852;0.537
25.06.2016 05:30;736200;24.215;828.65;0.539
25.06.2016 05:45;737100;24.209;834.944;0.543
25.06.2016 06:00;738000;24.201;829.054;0.539
25.06.2016 06:15;738900;24.193;813.84;0.529
25.06.2016 06:30;739800;24.192;827.987;0.538
25.06.2016 06:45;740700;24.193;825.419;0.537
25.06.2016 07:00;741600;24.191;823.077;0.535
25.06.2016 07:15;742500;24.198;817.694;0.532
25.06.2016 07:30;743400;24.225;828.28;0.538
25.06.2016 07:45;744300;24.256;820.231;0.533
25.06.2016 08:00;745200;24.306;822.311;0.535
25.06.2016 08:15;746100;24.342;825.338;0.536
25.06.2016 08:30;747000;24.342;827.022;0.538
25.06.2016 08:45;747900;24.421;814.361;0.529
25.06.2016 09:00;748800;24.429;821.34;0.534
25.06.2016 09:15;749700;24.458;823.194;0.535
25.06.2016 09:30;750600;24.483;829.246;0.539
25.06.2016 09:45;751500;24.463;834.834;0.543
25.06.2016 10:00;752400;24.551;828.931;0.539
25.06.2016 10:15;753300;24.593;831.487;0.54
25.06.2016 10:30;754200;24.602;830.55;0.54
25.06.2016 10:45;755100;24.578;827.977;0.538
25.06.2016 11:00;756000;24.64;833.52;0.542
25.06.2016 11:15;756900;24.647;831.109;0.54
25.06.2016 11:30;757800;24.691;824.907;0.536
25.06.2016 11:45;758700;24.774;830.012;0.54
25.06.2016 12:00;759600;24.785;824.904;0.536
25.06.2016 12:15;760500;24.853;819.172;0.532
25.06.2016 12:30;761400;24.917;822.712;0.535
25.06.2016 12:45;762300;24.967;819.564;0.533
25.06.2016 13:00;763200;25.028;823.48;0.535
25.06.2016 13:15;764100;25.023;821.042;0.534
25.06.2016 13:30;765000;25.06;825.539;0.537
25.06.2016 13:45;765900;25.089;818.883;0.532
25.06.2016 14:00;766800;25.051;825.747;0.537
25.06.2016 14:15;767700;25.156;824.323;0.536
25.06.2016 14:30;768600;25.203;823.165;0.535
25.06.2016 14:45;769500;25.209;823.572;0.535
25.06.2016 15:00;770400;25.234;818.436;0.532
25.06.2016 15:15;771300;25.239;828.434;0.538
25.06.2016 15:30;772200;25.243;821.436;0.534
25.06.2016 15:45;773100;25.276;823.686;0.535
25.06.2016 16:00;774000;25.28;830.735;0.54
25.06.2016 16:15;774900;25.326;830.675;0.54
25.06.2016 16:30;775800;25.328;832.897;0.541
25.06.2016 16:45;776700;25.346;831.62;0.541
25.06.2016 17:00;777600;25.318;832.402;0.541
25.06.2016 17:15;778500;25.305;832.833;0.541
25.06.2016 17:30;779400;25.258;835.885;0.543
25.06.2016 17:45;780300;25.252;836.528;0.544
25.06.2016 18:00;781200;25.211;839.994;0.546
25.06.2016 18:15;782100;25.126;848.338;0.551
25.06.2016 18:30;783000;25.102;848.606;0.552
25.06.2016 18:45;783900;25.104;844.566;0.549
25.06.2016 19:00;784800;25.107;841.858;0.547
25.06.2016 19:15;785700;25.107;841.094;0.547
25.06.2016 19:30;786600;25.105;840.261;0.546
25.06.2016 19:45;787500;25.119;839.621;0.546
25.06.2016 20:00;788400;25.123;827.391;0.538
25.06.2016 20:15;789300;25.115;827.538;0.538
25.06.2016 20:30;790200;25.097;837.848;0.545
25.06.2016 20:45;791100;25.084;835.086;0.543
25.06.2016 21:00;792000;25.074;832.49;0.541
25.06.2016 21:15;792900;25.087;820.446;0.533
25.06.2016 21:30;793800;25.072;836.945;0.544
25.06.2016 21:45;794700;25.057;830.371;0.54
25.06.2016 22:00;795600;25.038;832.706;0.541
25.06.2016 22:15;796500;25.048;834.368;0.542
25.06.2016 22:30;797400;25.048;824.566;0.536
25.06.2016 22:45;798300;25.04;829.508;0.539
25.06.2016 23:00;799200;25.024;828.216;0.538
25.06.2016 23:15;800100;24.988;833.419;0.542
25.06.2016 23:30;801000;24.987;838.983;0.545
25.06.2016 23:45;801900;24.997;835.357;0.543
26.06.2016 00:00;802800;25.001;832.971;0.541
26.06.2016 00:15;803700;24.993;832.092;0.541
26.06.2016 00:30;804600;24.98;821.02;0.534
26.06.2016 00:45;805500;24.977;831.868;0.541
26.06.2016 01:00;806400;24.956;827.857;0.538
26.06.2016 01:15;807300;24.944;827.689;0.538
26.06.2016 01:30;808200;24.933;831.569;0.541
26.06.2016 01:45;809100;24.947;830.898;0.54
26.06.2016 02:00;810000;24.93;823.228;0.535
26.06.2016 02:15;810900;24.911;826.032;0.537
26.06.2016 02:30;811800;24.888;826.902;0.537
26.06.2016 02:45;812700;24.878;821.206;0.534
26.06.2016 03:00;813600;24.878;821.132;0.534
26.06.2016 03:15;814500;24.862;822.497;0.535
26.06.2016 03:30;815400;24.837;825.839;0.537
26.06.2016 03:45;816300;24.803;821.15;0.534
26.06.2016 04:00;817200;24.779;829.438;0.539
26.06.2016 04:15;818100;24.762;836.691;0.544
26.06.2016 04:30;819000;24.737;829.429;0.539
26.06.2016 04:45;819900;24.729;823.448;0.535
26.06.2016 05:00;820800;24.708;829.29;0.539
26.06.2016 05:15;821700;24.691;827.053;0.538
26.06.2016 05:30;822600;24.665;827.032;0.538
26.06.2016 05:45;823500;24.654;826.519;0.537
26.06.2016 06:00;824400;24.619;827.37;0.538
26.06.2016 06:15;825300;24.603;828.16;0.538
26.06.2016 06:30;826200;24.594;828.853;0.539
26.06.2016 06:45;827100;24.585;826.097;0.537
26.06.2016 07:00;828000;24.56;826.899;0.537
26.06.2016 07:15;828900;24.545;828.902;0.539
26.06.2016 07:30;829800;24.524;817.433;0.531
26.06.2016 07:45;830700;24.488;820.844;0.534
26.06.2016 08:00;831600;24.485;823.369;0.535
26.06.2016 08:15;832500;24.449;819.815;0.533
26.06.2016 08:30;833400;24.436;825.366;0.536
26.06.2016 08:45;834300;24.45;822.284;0.534
26.06.2016 09:00;835200;24.43;837.481;0.544
26.06.2016 09:15;836100;24.4;827.582;0.538
26.06.2016 09:30;837000;24.424;822.536;0.535
26.06.2016 09:45;837900;24.458;816.969;0.531
26.06.2016 10:00;838800;24.47;834.743;0.543
26.06.2016 10:15;839700;24.42;820.897;0.534
26.06.2016 10:30;840600;24.449;829.615;0.539
26.06.2016 10:45;841500;24.482;827.629;0.538
26.06.2016 11:00;842400;24.467;818.116;0.532
26.06.2016 11:15;843300;24.475;834.115;0.542
26.06.2016 11:30;844200;24.533;821.227;0.534
26.06.2016 11:45;845100;24.557;825.055;0.536
26.06.2016 12:00;846000;24.58;819.943;0.533
26.06.2016 12:15;846900;24.602;820.892;0.534
26.06.2016 12:30;847800;24.618;818.833;0.532
26.06.2016 12:45;848700;24.665;813.881;0.529
26.06.2016 13:00;849600;24.661;814.92;0.53
26.06.2016 13:15;850500;24.691;820.112;0.533
26.06.2016 13:30;851400;24.721;816.606;0.531
26.06.2016 13:45;852300;24.746;823.887;0.536
26.06.2016 14:00;853200;24.787;819.915;0.533
26.06.2016 14:15;854100;24.8;813.203;0.529
26.06.2016 14:30;855000;24.832;818.867;0.532
26.06.2016 14:45;855900;24.853;818.958;0.532
26.06.2016 15:00;856800;24.84;820.066;0.533
26.06.2016 15:15;857700;24.844;817.443;0.531
26.06.2016 15:30;858600;24.814;823.742;0.535
26.06.2016 15:45;859500;24.825;821.946;0.534
26.06.2016 16:00;860400;24.799;819.532;0.533
26.06.2016 16:15;861300;24.788;815.899;0.53
26.06.2016 16:30;862200;24.809;819.067;0.532
26.06.2016 16:45;863100;24.826;819.814;0.533
26.06.2016 17:00;864000;24.851;819.635;0.533
26.06.2016 17:15;864900;24.797;817.025;0.531
26.06.2016 17:30;865800;24.808;824.789;0.536
26.06.2016 17:45;866700;24.795;822.543;0.535
26.06.2016 18:00;867600;24.782;819.681;0.533
26.06.2016 18:15;868500;24.817;821.736;0.534
26.06.2016 18:30;869400;24.763;821.003;0.534
26.06.2016 18:45;870300;24.766;820.931;0.534
26.06.2016 19:00;871200;24.748;822.051;0.534
26.06.2016 19:15;872100;24.747;823.46;0.535
26.06.2016 19:30;873000;24.735;820.775;0.534
26.06.2016 19:45;873900;24.702;817.558;0.531
26.06.2016 20:00;874800;24.672;826.279;0.537
26.06.2016 20:15;875700;24.664;820.895;0.534
26.06.2016 20:30;876600;24.612;819.88;0.533
26.06.2016 20:45;877500;24.595;816.156;0.531
26.06.2016 21:00;878400;24.585;826.576;0.537
26.06.2016 21:15;879300;24.558;825.375;0.536
26.06.2016 21:30;880200;24.539;826.012;0.537
26.06.2016 21:45;881100;24.508;825.662;0.537
26.06.2016 22:00;882000;24.512;825.666;0.537
26.06.2016 22:15;882900;24.489;830.606;0.54
26.06.2016 22:30;883800;24.48;827.697;0.538
26.06.2016 22:45;884700;24.454;827.275;0.538
26.06.2016 23:00;885600;24.457;827.496;0.538
26.06.2016 23:15;886500;24.439;830.453;0.54
26.06.2016 23:30;887400;24.43;830.051;0.54
26.06.2016 23:45;888300;24.398;829.033;0.539
27.06.2016 00:00;889200;24.386;829.053;0.539
27.06.2016 00:15;890100;24.354;829.277;0.539
27.06.2016 00:30;891000;24.351;829.436;0.539
27.06.2016 00:45;891900;24.343;829.908;0.539
27.06.2016 01:00;892800;24.329;820.745;0.533
27.06.2016 01:15;893700;24.29;828.855;0.539
27.06.2016 01:30;894600;24.255;829.905;0.539
27.06.2016 01:45;895500;24.237;830.336;0.54
27.06.2016 02:00;896400;24.228;833.332;0.542
27.06.2016 02:15;897300;24.211;831.716;0.541
27.06.2016 02:30;898200;24.16;827.657;0.538
27.06.2016 02:45;899100;24.13;832.209;0.541
27.06.2016 03:00;900000;24.082;832.62;0.541
27.06.2016 03:15;900900;24.083;834.844;0.543
27.06.2016 03:30;901800;24.047;828.249;0.538
27.06.2016 03:45;902700;24.014;818.366;0.532
27.06.2016 04:00;903600;23.993;820.918;0.534
27.06.2016 04:15;904500;23.971;831.486;0.54
27.06.2016 04:30;905400;23.974;821.382;0.534
27.06.2016 04:45;906300;23.944;822.949;0.535
27.06.2016 05:00;907200;23.906;827.059;0.538
